,duration1,duration2,duration3,duration4,duration5,duration6,duration7,duration8,duration21,duration9,duration10,duration27,duration13,duration14,duration24,duration11,duration12,duration15,duration16,duration18,duration17,duration19,duration20,duration22,duration23,duration25,duration26,duration28,duration29,duration30,duration31,duration32,duration33,critical_path,baseline_duration,actual_duration
0,0,59,339,12,22,243.13116940481243,209,190,78,235.59304578745468,102,239.373446278869,251.0087976762732,11.053137161561926,56.38657620894556,18,74,15.816954617938672,26.842926129593618,17.37270332930116,17.778281606239105,8.378738689112378,8.202255526825471,15.694544023698848,8.361766967994726,9.03795787025711,17.959019439156545,9.981519827559188,11.032156033762762,10.344794526926476,16.193149560051992,9.418776758124263,0,"[1, 2, 3, 4, 6, 13, 27, 28, 29, 31, 32, 33]",1107.6000000000001,1190.1390155394529
1,0,59,339,12,22,242.85108446144307,209,190,78,236.62700305501536,102,239.37540769653685,263.5899909985418,10.968594477852495,52.36456225393047,18,74,16.04179926505385,27.928611449079963,14.477804511988428,17.088862257395615,7.800324695001063,7.450392424932951,18.072060272806986,8.64691622026503,9.25359671270897,16.784077299141273,10.029556238807835,11.163361727882634,11.784163960386735,16.7428555842036,9.016780934052704,0,"[1, 2, 3, 4, 6, 13, 27, 28, 29, 31, 32, 33]",1107.6000000000001,1202.7690376414687
2,0,59,339,12,22,240.94118309975087,209,190,78,234.8062367179828,102,239.98979740231798,268.2799342133506,10.283306599978076,52.987726562350915,18,74,18.601492558742724,26.530830767945282,17.041646520695988,15.337537013871412,7.7154313241215675,9.225757939602003,15.863041392158932,9.10765785540993,8.507747784065902,16.54360671737548,9.965150696598275,9.855080538433722,10.911786555000667,17.891080213446916,7.752455727161341,0,"[1, 2, 3, 4, 6, 13, 27, 28, 29, 31, 32, 33]",1107.6000000000001,1204.6746818910597
3,0,59,339,12,22,243.50219810751986,209,190,78,238.19583298127958,102,238.90459692396414,269.37812032504826,11.797768540651187,58.55176386933779,18,74,16.955825760594273,25.443867421188006,17.977916024554936,18.567186384877495,7.26117580621505,8.435471897034306,15.991740186763328,8.257144718297429,9.217119578007274,18.963639914230686,10.034736012324526,10.541698357331088,10.83591117615547,14.435308114265077,8.89533305458371,0,"[1, 2, 3, 4, 6, 13, 27, 28, 29, 31, 32, 33]",1107.6000000000001,1205.691990895037
4,0,59,339,12,22,243.6639662094541,209,190,78,234.7032299025644,102,239.9333275798753,257.89750830574667,10.351409573867375,59.83202633103854,18,74,19.066393964665274,21.61839257533834,15.435746009794501,16.798024066106073,8.471141591422095,8.962314786213195,18.07597020636476,9.099784818895039,8.715875847256392,18.396385964797695,9.999878331836722,10.51661066084264,11.519267561438987,18.628790801009877,7.86939252014052,0,"[1, 2, 3, 4, 6, 13, 27, 28, 29, 31, 32, 33]",1107.6000000000001,1198.5094744089058
5,0,59,339,12,22,241.5697933356304,209,190,78,237.25508942800954,102,239.64747181841724,252.1633804792241,10.882915545931919,62.10368773508151,18,74,18.556418743777563,25.96354861014418,17.969084086802393,16.84058076445178,8.065637736676909,9.345271053157969,15.496868903892931,8.434471063547656,8.90627971825828,17.89527269039318,9.968980676567494,11.386706851161357,9.921380254529108,18.251088029136874,8.552272236893529,0,"[1, 2, 3, 4, 6, 13, 27, 28, 29, 31, 32, 33]",1107.6000000000001,1191.539693427031
6,0,59,339,12,22,241.4196196521305,209,190,78,237.1471507385446,102,240.19660641646823,261.1986071767923,9.814323881353046,50.65602078506103,18,74,17.068226171487108,23.47981361393486,17.94653765086119,16.21964154454861,8.422704495232002,8.950534228327117,18.833499856218623,9.33915687832549,8.484690471015602,18.614677442170432,10.022698729214726,11.481285866591547,10.431253132470204,17.367937441191934,7.338020213563928,0,"[1, 2, 3, 4, 6, 13, 27, 28, 29, 31, 32, 33]",1107.6000000000001,1199.024775495953
7,0,59,339,12,22,240.8073061371607,209,190,78,238.39264002041875,102,239.80350402528137,265.73902323096803,10.995207040085665,60.06640583942912,18,74,18.003922507381745,23.176955243576526,16.99275607873227,16.62463382793489,9.14403931709323,8.192036017049784,17.05037974518109,9.302410967503384,7.636279146012758,18.483281465876136,10.029430848136457,10.878516906921634,9.681923703310026,17.51940023771138,7.844107880230243,0,"[1, 2, 3, 4, 6, 13, 27, 28, 29, 31, 32, 33]",1107.6000000000001,1202.6212892664098
8,0,59,339,12,22,243.82149288056763,209,190,78,234.22833448541314,102,238.59439204859487,244.65620072339473,11.441790619849968,60.32790973417386,18,74,16.19205260330461,28.17139270319925,18.446691459725017,17.20680498511901,9.242948950802054,8.110449445859196,18.41886937318288,8.354552671141033,8.997669576973745,17.466390255132442,9.97123736451896,8.956618741675573,11.384909944795218,15.897558578699787,9.128302800817032,0,"[1, 2, 3, 4, 6, 13, 27, 28, 29, 31, 32, 33]",1107.6000000000001,1181.0258031382684
9,0,59,339,12,22,242.597233419573,209,190,78,237.6554159478787,102,240.83781596867206,238.03094126426782,10.465430066552157,64.35827232623573,18,74,18.286087574572967,26.39334142216513,18.83554184032088,15.447155488335653,8.531926350048394,8.549356359874935,18.86302298423544,8.288632753165349,7.235712544350192,18.344876262852047,9.961728901702,10.504819651524597,10.959601766916176,17.635225832661128,8.52070927486977,0,"[1, 2, 3, 4, 6, 13, 27, 28, 29, 31, 32, 33]",1107.6000000000001,1178.08847431327
