,duration1,duration2,duration3,duration4,duration5,duration6,duration7,duration8,duration21,duration9,duration10,duration27,duration13,duration14,duration24,duration11,duration12,duration15,duration16,duration18,duration17,duration19,duration20,duration22,duration23,duration25,duration26,duration28,duration29,duration30,duration31,duration32,duration33,critical_path,baseline_duration,actual_duration
0,0,42.924681457058746,233.4079502451519,11.352930475816413,17.947584589320513,265.4632774101171,112.12331011259434,125.40695574355007,50.0924094552207,163.82520601016435,57.380288966076456,240.73042464166764,240.9930569776661,11.166646784712995,57.166617688905475,9.67048283375352,38.370127343888896,16.55935884905189,22.311030257645438,16.82590914510283,15.946406052210854,7.758513811665207,8.89826097215997,17.777108912543042,8.255357216578618,8.824840698329652,18.185876220528733,9.955515932812402,10.950662404297026,11.092587114668888,15.257763658346253,7.580424494869852,0,"[1, 2, 3, 4, 6, 13, 27, 28, 29, 31, 32, 33]",1107.6000000000001,1078.6166876978036
1,0,40.18023530896957,257.4322201534223,10.656796605828719,17.88367630060623,232.40579052017932,123.71661453271187,107.28427334992672,48.80194336608961,166.5133475731425,57.01483233057489,241.5315099273204,250.27039572600034,11.739539586791677,59.700521363954444,11.33507376021057,41.15282849039663,18.219960598121443,23.478304825175677,17.29425241253866,18.431096035635676,8.879548147499662,8.50550658726641,16.256206419450447,8.276313064321037,8.82361843282317,18.83100012900477,10.07737243438502,9.271149423729534,11.44229632007908,18.106753758653436,7.877804560118713,0,"[1, 2, 3, 4, 6, 13, 27, 28, 29, 31, 32, 33]",1107.6000000000001,1077.8100284186075
2,0,46.360033508685326,281.02945821189263,11.75882782914504,18.188781290809416,269.02008134588965,121.33438606564144,124.02931824565266,51.42838726067684,163.7893810763286,52.19138911105426,240.09820143582488,262.826009189576,10.497866578529555,57.92388445603711,11.282793581561052,45.62852526367252,18.03759059573825,27.20827332333876,16.606229635518556,16.143026428794034,9.2864747048726,8.994726746859694,17.000777049067704,7.979116583492478,8.552489810100962,17.445836327073494,10.006154825887837,11.759978720558571,10.836886126700495,16.569514748353242,8.181219416505025,0,"[1, 2, 3, 4, 6, 13, 27, 28, 29, 31, 32, 33]",1107.6000000000001,1157.609479232318
3,0,42.44100228680566,253.932356805904,11.002175399905376,18.193238310821698,282.2959594609412,104.60834157299108,125.66282710127992,53.567778864517265,187.75546537435895,63.43110558515063,240.95830631768771,268.5206804258851,11.371194866232447,48.949691816420646,10.954139426711237,43.418932120312675,17.060489236640343,28.233842658246257,16.223225114200712,17.80644270987492,8.34447213379911,8.914534791849842,17.33227621170989,8.997358153665488,7.8786438355431585,18.306829343567927,10.030207006688302,8.942660223659999,11.423628692314034,14.367461239770371,8.242987995538323,0,"[1, 2, 3, 4, 6, 13, 27, 28, 29, 31, 32, 33]",1107.6000000000001,1140.7337971627858
4,0,40.261834592921495,259.1713676276835,11.369686418468971,16.82175145716824,279.44598709223635,115.22283468957392,119.85223074829254,52.50193764378308,178.58976183463074,55.86243778055762,238.95073319942983,243.78120478123367,11.038783214198205,65.4259672315224,10.660130642409767,46.07894551064811,16.81603073238015,28.3724986562775,17.74649363494435,17.335203480691177,9.250142809905674,8.79529848503298,17.521191289621328,8.277610899529174,7.917849294327617,16.36913703885326,10.04409202144417,11.6010770086367,10.35433329420973,15.984481494700377,8.42137903454599,0,"[1, 2, 3, 4, 6, 13, 27, 28, 29, 31, 32, 33]",1107.6000000000001,1119.0318432713009
5,0,42.483432562192014,272.72643506565925,11.238346849134942,14.646969697346389,281.407846713989,120.36019464775488,105.02337785085231,49.722880663024775,174.8665398824415,65.9323006276336,241.15198874698876,243.71547817473635,11.030560951345933,65.98419926810269,10.519857188413791,36.043409720741735,16.910260981720125,27.30225027158054,17.334784360614695,18.10888979568102,8.587096532566829,7.285617208415161,18.79535502324033,7.852444372882462,9.281374885323274,18.268296122605175,9.999653695714386,11.90197380345256,11.705461409873596,15.635592941293035,8.19539961443204,0,"[1, 2, 3, 4, 6, 13, 27, 28, 29, 31, 32, 33]",1107.6000000000001,1138.4561481675923
6,0,40.72057634603782,254.47251345749436,9.667452148306033,15.571474679680883,264.5174774479227,110.28236265197604,131.60158612232593,56.05843844676721,158.88462402501662,57.07349286617002,241.53963135589177,267.58144586670244,10.656315509821152,65.73528218152406,11.615305503566933,43.9923985808815,17.52543742027351,25.999139883588217,15.454615849544268,18.062609646627582,8.267817313997472,7.867053504019362,18.671928342722694,8.959060256548188,8.842209149412763,16.045427469858378,9.947797593396178,10.130512972127462,11.374621309802595,18.446309960344273,8.334731857893143,0,"[1, 2, 3, 4, 6, 13, 27, 28, 29, 31, 32, 33]",1107.6000000000001,1125.3584490061162
7,0,42.675738817898406,278.4990516293627,11.535038998922037,16.04843395959882,271.73835378109015,114.75895177431329,125.40991762905489,42.5959643176075,177.73029354267652,61.53579863990609,239.21872718760986,276.82500841707406,9.688847127776713,63.92489852361199,11.012711477293324,46.164303967863674,17.788161075987574,25.363030901344036,16.328920467708777,18.3834660825782,8.296072921649198,9.105928385927918,18.239969758479038,8.890107171303214,8.496290097337878,16.81967387612945,9.943245921925843,9.726456422851566,10.355825956084619,17.06887317427686,7.903333842140065,0,"[1, 2, 3, 4, 6, 13, 27, 28, 29, 31, 32, 33]",1107.6000000000001,1165.1338281931514
8,0,40.3570674838465,274.25184407090364,11.283101416292919,18.714339981663496,280.4964759405582,124.12997129753103,118.27622074771746,54.60518361625164,179.3565040899268,64.6255265854731,239.94151363236142,235.1917797230463,10.42910993874943,52.91579793974423,11.639853041910763,40.39878134909554,16.586451720405048,24.56402611914406,14.334538674431478,16.03666920868832,8.10644571953547,8.370582527440305,17.11900617705015,8.882800175766198,8.549349921184097,17.442952627380095,10.009365803453969,9.958601737215819,10.45094284043822,15.862854512331733,8.041737514493898,0,"[1, 2, 3, 4, 6, 13, 27, 28, 29, 31, 32, 33]",1107.6000000000001,1125.3943418345043
9,0,41.41078562976638,246.6854703422285,8.745238602631446,18.335090634989935,284.62650098082156,113.8787029672605,120.65739710956717,54.23852072866254,157.435666686267,54.53914703846786,240.42785571502935,245.41884206916308,9.985169958865548,61.296821859971146,10.602900817930504,45.20272488061448,17.547630464223854,22.32434887924404,18.028656857861744,18.75916781905167,8.977563660686569,6.999939090973372,16.827363121108256,9.028971496109412,8.820907056734454,17.25700838928284,9.928534400891701,10.620238578958071,9.977967387410242,13.828876902453771,8.728336311715768,0,"[1, 2, 3, 4, 6, 13, 27, 28, 29, 31, 32, 33]",1107.6000000000001,1110.42067953366
