,duration1,duration2,duration3,duration4,duration5,duration6,duration7,duration8,duration21,duration9,duration10,duration27,duration13,duration14,duration24,duration11,duration12,duration15,duration16,duration18,duration17,duration19,duration20,duration22,duration23,duration25,duration26,duration28,duration29,duration30,duration31,duration32,duration33,critical_path,baseline_duration,actual_duration
0,0,59,339,12,22,258.28415877301086,169.0425912256128,164.37845541403047,78,201.4981296737077,102,240.62126999030306,242.78941062673957,10.531287747981299,60.60584278045097,13.840165013734168,46.21099691756994,15.086942333105391,26.564021440280545,17.88884250065622,18.240991175735772,8.151881380925062,8.904404170395313,16.782093679077175,7.264134263387379,7.3330712752988205,16.26402857393395,9.91805583285876,11.139826760236943,9.127633723230423,17.600163277819064,8.619021080489773,0,"[1, 2, 3, 4, 6, 13, 27, 28, 29, 31, 32, 33]",1107.6000000000001,1198.971906341458
1,0,59,339,12,22,247.55318425441192,167.1179108818435,160.67450377304797,78,203.0707209027845,102,239.66034440709814,266.77987999744266,10.737075928563284,59.124863964209446,13.729907742516694,45.15698331787323,16.803942949074077,23.647307713438586,16.407171640494713,17.892383957618282,8.324300110633917,8.752750185523793,18.475160164878886,7.745681326925251,8.445637895262808,15.785747493387474,9.981724495739176,10.695931472026938,11.351418754724723,18.356361926858042,9.45234403952933,0,"[1, 2, 3, 4, 6, 13, 27, 28, 29, 31, 32, 33]",1107.6000000000001,1212.4797705931064
2,0,59,339,12,22,238.45432464230296,168.29597662514053,163.44342204628717,78,197.9801738436722,102,240.91476693212178,235.3589271034538,10.312870574473683,51.03075332937218,13.96901425643755,46.81777857601018,17.366316620425536,25.287402703223464,17.681748491229357,17.72353750842415,7.929839761319812,8.699712996881416,16.877931666436695,7.002647998985037,7.9122662444044884,17.057988800054375,10.016621404487127,10.934096314500895,9.912578938836392,18.053956884364013,7.55086791215435,0,"[1, 2, 3, 4, 6, 13, 27, 28, 29, 31, 32, 33]",1107.6000000000001,1171.283561193385
3,0,59,339,12,22,233.4188326685191,169.5728404076794,154.5266952299416,78,201.5214909298832,102,240.55138655092122,266.394820953536,10.877662813021148,59.732104341424545,14.2203061447978,46.19993978359967,17.132957040859186,25.972281106860855,16.44513305199637,13.86881399145539,8.282615959472837,8.59780953214585,18.3119352817035,7.3208190921869205,8.721196862641238,15.219750603203673,10.00355315877825,9.835507715602379,11.288305274818487,15.15046059655245,8.335271011820556,0,"[1, 2, 3, 4, 6, 13, 27, 28, 29, 31, 32, 33]",1107.6000000000001,1193.6898326557302
4,0,59,339,12,22,240.52165893350005,169.11469771838097,163.1086804307865,78,192.0011645496159,102,239.06592199176677,226.90377400775398,10.76144007538203,59.331448393381,13.818103853678743,43.50382970758187,15.845901445729965,26.1833876360153,17.02697788397369,16.18145688590048,7.7986743379284045,9.2357460474263,14.326947434770107,8.676940343570877,8.266555071020553,15.239419343917833,9.960989626118824,9.52637467215975,9.953856289345802,16.762156562777104,8.957468292424842,0,"[1, 2, 3, 4, 6, 13, 27, 28, 29, 31, 32, 33]",1107.6000000000001,1161.6983440865015
5,0,59,339,12,22,234.49306112456793,168.66905536214654,160.42864502898007,78,198.38276283120382,102,239.83681979309424,273.4428448707778,9.442609625232192,58.10007121295351,14.43202994180049,50.07392216397239,16.908020991261296,26.320087735743165,14.619402406618397,17.687747568968167,8.042862098575455,8.660484955422895,16.596931662429107,8.998950636885775,7.900531402908481,18.28476225298006,9.973970207690877,11.548492600995363,9.344502561926214,18.370245738007274,7.016378418449425,0,"[1, 2, 3, 4, 6, 13, 27, 28, 29, 31, 32, 33]",1107.6000000000001,1204.6818127535828
6,0,59,339,12,22,257.83029551181653,159.72884992176336,156.23067348171534,78,199.78733689314646,102,239.89505514026,228.0319817439011,10.032854254145946,63.9790736063529,13.979514913714297,43.29783889124594,18.469226201837802,21.993745860520136,15.589302187917326,18.711101788352895,8.962523243349688,8.522085118253543,17.937737520950428,7.794312018707231,9.204815559161263,17.516604603043838,10.056427529727989,10.385210435450208,11.198519413737056,15.861628128037694,9.032184229548973,0,"[1, 2, 3, 4, 6, 13, 27, 28, 29, 31, 32, 33]",1107.6000000000001,1181.0927827187422
7,0,59,339,12,22,257.7854933993435,161.06976114391182,161.8287358345183,78,206.06396434316468,102,240.00061781496058,254.23331503000475,10.20777370423873,51.759006153185574,13.522220615501531,47.10394831347879,18.878091618544666,27.534719396510965,15.211987770584031,17.958380785581806,8.008031862285753,9.496672242537588,16.492260026656822,7.415228101817328,9.003308236453915,18.64238383093075,9.974972761701277,11.294355034565697,11.386136170512469,17.563064352277202,8.852305919742774,0,"[1, 2, 3, 4, 6, 13, 27, 28, 29, 31, 32, 33]",1107.6000000000001,1209.704124312596
8,0,59,339,12,22,244.74665707133744,169.6982791704304,161.71195215411703,78,200.51887175019405,102,240.67274155595354,271.39504050428667,10.037066636404921,54.354776276631135,13.806235566557916,40.195409916247485,16.69245330338211,25.04589449762785,15.616799618185384,15.99243665444995,9.046130173388894,8.287712637625095,16.58495329807669,9.325707044105446,8.849059126973643,18.344295755993937,10.011593334860288,11.050811114715696,11.622639596058143,14.887515462723542,7.806723182792456,0,"[1, 2, 3, 4, 6, 13, 27, 28, 29, 31, 32, 33]",1107.6000000000001,1210.5710822266697
9,0,59,339,12,22,237.96357415567547,164.91710475298714,162.66989798988033,78,200.16419270461898,102,240.04531058872755,269.97975900981123,10.710669431007638,56.27601570546109,14.312926418711243,49.77189456885937,18.522949313429216,27.250782659920063,16.499472832504463,16.74874068614842,9.460167147432664,8.82497561736452,17.1853235621575,8.510368556298877,7.791716628288724,18.485946946633128,9.988208278559144,11.408347342369565,11.130816447349462,18.178907547731804,9.072485098074445,0,"[1, 2, 3, 4, 6, 13, 27, 28, 29, 31, 32, 33]",1107.6000000000001,1206.6365920209491
