,duration1,duration23,duration2,duration3,duration4,duration6,duration7,duration5,duration10,duration8,duration9,duration15,duration16,duration17,duration18,duration19,duration11,duration12,duration20,duration21,duration13,duration14,duration22,critical_path,baseline_duration,actual_duration
0,0,0,304,304,176,1735.7314045324474,1668.3891910008333,230.12049729013188,2270.6240715896506,1018.5978930777127,1021.6278590579311,884.4095164152803,1845.5121094391923,921.0646883553308,933.0199968405395,1148.5093562983398,858.507098728674,790.1980829070868,165.67981562153645,529.1762325630971,1274.3751021368416,1184.9173792686365,182.48013072163468,"[2, 3, 4, 10, 13, 23]",3968.0000000000005,4328.999173726492
1,0,0,304,304,176,1599.8814445934195,1653.4510702880552,225.5579664381075,2374.8722598719023,1094.6736915403983,1087.8103415477929,1138.4780155168417,1699.2134988686335,955.5933885112368,926.6210391220698,1210.0727313199113,913.4349876800372,841.5743803348421,179.642722366844,512.1302572041848,1251.7111296118896,1295.103389226092,171.09360247942868,"[2, 3, 4, 10, 14, 23]",3968.0000000000005,4453.975649097994
2,0,0,304,304,176,1809.9474818541607,1830.8390613009237,226.57369652676888,2414.8189460311387,1044.6835952320355,1082.9741845908013,1153.0888553613192,1784.1553576055564,853.5138841794179,974.0433293594051,1035.0379349267716,842.2866824319974,846.0954732037357,179.6571113900843,560.4134165693745,1426.2886494453355,1240.8627219884952,167.8574670547602,"[2, 3, 4, 10, 13, 23]",3968.0000000000005,4625.107595476475
3,0,0,304,304,176,1793.1959665810373,1729.6742937364106,234.4352140083458,2504.6272454593654,1042.7179401906728,1032.812200566659,961.8588692117797,1651.5288604508432,879.1500180639046,966.6748828806874,1189.3261078209166,838.2694326027957,841.0018934877194,179.98949508642892,563.0964807981218,1384.4729167912415,1201.2693038155735,194.25362611967986,"[2, 3, 4, 10, 13, 23]",3968.0000000000005,4673.100162250606
4,0,0,304,304,176,1773.8625277980816,1790.4362301872122,223.68378817199084,2407.9308866774627,998.5066601500222,1020.2222593415772,1127.1084738146874,1838.7121492554106,818.5802345333357,866.3471907717861,1034.0799423833346,829.1304421345196,875.9695432636681,173.6121448263816,507.6029169711011,1061.1313178228331,1225.4484417491926,168.9886757466785,"[2, 3, 4, 10, 14, 23]",3968.0000000000005,4417.379328426656
5,0,0,304,304,176,1690.5432097992061,1779.4768722042418,230.12131642769674,2442.500468359597,913.4151947993196,983.6860558983769,993.8084008097978,1613.4427434901838,919.3802576347114,748.404714733599,1151.5854490920744,928.9694861227724,882.5746753003318,166.73124791602154,541.9830729989764,1340.7025721380037,1316.1112558931702,185.39409616814174,"[2, 3, 4, 10, 13, 23]",3968.0000000000005,4567.203040497601
6,0,0,304,304,176,1743.279114454258,1702.9374773123898,232.162067166527,2413.113471952836,1044.249852258566,868.3795190183178,1105.9026260880778,1884.1050648629812,936.0629122059397,906.8848752059491,1184.9496314407072,943.2027691498203,831.6244655471713,183.81155670738718,566.799618133131,1455.9328798424035,1384.8771014813467,173.61903857673485,"[2, 3, 4, 10, 13, 23]",3968.0000000000005,4653.046351795239
7,0,0,304,304,176,1817.7200448410756,1645.4651404560295,231.59275751113086,2292.9993514685502,776.5802067614334,896.5637221092915,1126.04663001662,1652.7622182974333,974.1570573210054,810.0238840441484,1202.5996347681325,920.2805355724379,774.4295686972517,157.56644876183748,504.0663784792049,1245.0150288382915,1349.0981908312597,192.1580077822962,"[2, 3, 4, 10, 14, 23]",3968.0000000000005,4426.09754229981
8,0,0,304,304,176,1717.7511177884523,1827.4262682740612,226.79049561318487,2400.386031930864,957.3312553463122,1143.5596547916664,1002.0553181778423,1579.2559790450714,913.9077868925026,991.0834295873271,1135.9292834820592,861.146786833262,930.3669707007471,157.6259245578552,485.6359223784319,1364.3790282113569,1259.950991412711,189.06772808982527,"[2, 3, 4, 10, 13, 23]",3968.0000000000005,4548.765060142221
9,0,0,304,304,176,1625.5630799441021,1743.8825767942576,228.0475255916582,2157.856761043495,1033.8731846142061,1055.1669557400155,1035.8266178388699,1787.2167278174256,991.4718060798007,790.1030133070191,1199.6915381858266,856.7466376421695,912.7912502295832,191.20830890417182,578.425718114549,1335.9555249402865,1239.0305820630183,189.40148698581055,"[2, 3, 4, 10, 13, 23]",3968.0000000000005,4277.812285983782
