,duration1,duration23,duration2,duration3,duration4,duration6,duration7,duration5,duration10,duration8,duration9,duration15,duration16,duration17,duration18,duration19,duration11,duration12,duration20,duration21,duration13,duration14,duration22,critical_path,baseline_duration,actual_duration
0,0,86.18864982833132,7.832786194567838,168.05844516532804,8.272781800633107,1258.2255425393082,1187.69068942112,181.88785670238423,2131.5840156610093,1065.010193906336,1107.2075563627438,1167.0699903855098,1801.4593372093073,915.7356575317679,856.2968846297911,1146.0032027792543,838.931165782706,933.4849893509415,175.99795808102846,572.4401572460526,1367.482487871744,1421.2438895841933,0,"[2, 3, 4, 10, 14, 23]",3968.0000000000005,3823.180568234063
1,0,86.43269078088012,8.131051479425357,193.8932205048834,9.493011036153112,1367.5248306937954,1168.6454309460332,192.05845415197595,2359.4544511580334,1099.9582432509512,1077.7252342927907,1092.7863850427127,1809.7639788240967,894.6412212719537,868.5635193484411,1152.1629477805768,881.9238854428402,858.4228165283707,166.57261916936505,510.8485173053786,1299.8236078370949,1253.573481588687,0,"[2, 3, 4, 10, 13, 23]",3968.0000000000005,3957.22803279647
2,0,82.11630907845958,8.976675396124023,188.66263332356533,9.175552421723731,1371.4082663981371,1302.7847878834268,160.06858159585474,2493.994082676028,964.2289112173314,1154.6797872606471,1122.4233626006849,1926.9371981728855,870.4238040090894,937.8317286227733,1170.99855240653,728.8788119536011,845.1342854734562,172.73364988260957,542.6555541264647,1246.7367520163248,1335.0767871076227,0,"[2, 3, 4, 10, 14, 23]",3968.0000000000005,4118.002040003524
3,0,84.11124411245335,8.522152631476537,179.78584355009252,7.533122852811252,1170.2109203303169,1329.5190524099576,188.694565136363,2122.627214643954,1007.8828056855784,1130.8698990297396,1109.9676982643427,1819.1422176029232,940.5793537311849,937.4763329117354,1158.7565978541766,872.802123529195,884.4068091072861,172.6145425533229,535.7297545945314,1349.780284336076,1246.310147467033,0,"[2, 3, 4, 10, 13, 23]",3968.0000000000005,3752.359862126864
4,0,87.41061617303201,8.5828322740058,176.89741037244346,9.308237853952042,1370.048719738766,1205.4126748543288,181.03678840853067,2271.191188771541,1055.2728069938912,930.0147848180856,1146.4655636992375,1663.6972263037992,925.7672099611859,931.2399413531325,1191.375457625935,841.1904094039035,877.6167019959521,161.7712986247617,569.0492918088265,1345.5336126557522,1399.7000633214884,0,"[2, 3, 4, 10, 14, 23]",3968.0000000000005,3953.0903487664627
5,0,84.76712757590983,8.049531186211468,179.98845020430178,8.760433147767486,1225.1888600072934,1415.1650867192416,172.39951743890367,2417.1671681438274,978.3205895597201,1060.8619934695248,1090.2010594739158,1827.2171252843696,925.3134597378955,970.2548465054808,1178.9870271486577,881.0267929159824,852.6545818420368,188.09074843223462,491.9514688205082,1348.6513861619865,1385.0642920241107,0,"[2, 3, 4, 10, 14, 23]",3968.0000000000005,4083.7970022821287
6,0,90.21048945864923,8.522251340800153,184.70999619764595,7.573518087875282,1194.3525236588976,1258.1086787291779,189.34329955344757,2446.3778174103663,1043.3265230629033,1046.3599800320737,1154.2755714624652,1831.7195816291712,822.9025359860467,890.1229681235775,1205.2635578608038,909.2489394981609,909.0481906071084,181.31696113053212,521.7521862180877,1390.2387780195393,1413.6609478008334,0,"[2, 3, 4, 10, 14, 23]",3968.0000000000005,4151.05502029617
7,0,91.09514078115376,9.431754241612438,190.84863369075802,8.802885332865202,1211.2714123289038,1402.2918235960437,161.16587205387788,2172.760034544136,882.8700260987237,925.1881469505555,1024.7955896068365,1749.8051807461552,803.8128295980329,869.3254223312576,1075.8434527456309,803.4835675397994,857.7243321635567,162.69708976816105,528.9259591078869,1300.0623071127075,1236.903266524048,0,"[2, 3, 4, 10, 13, 23]",3968.0000000000005,3773.000755703233
8,0,80.5151745819393,8.46153028776524,186.51726112565174,8.68216598193827,1344.827022485301,1454.8081618948097,180.7777188398789,2351.5308835139476,1036.2072759576338,1055.8949306685263,1166.4350600473967,1904.6810261902183,961.6809351741721,911.870672917368,1167.9860874741253,789.1320849918462,876.7877708319623,168.46359707414155,519.33767422843,1396.6755277391999,1354.248057663141,0,"[2, 3, 4, 10, 13, 23]",3968.0000000000005,4032.382543230442
9,0,88.5835564229668,9.202016031800099,168.15463744474872,8.639356813836082,1287.8491223215756,1347.8367924928493,175.71089415690437,2245.4422911994634,1070.8164661435985,1083.3023924958816,1123.1888769867219,1853.0219444106385,936.9203598763422,835.9574271539701,1122.8666097129603,841.278539391343,822.3907918735283,184.95967201227438,556.717418147918,1353.8964045363762,1389.894530035793,0,"[2, 3, 4, 10, 14, 23]",3968.0000000000005,3909.916387948608
10,0,84.82276445216239,8.936415124997136,186.4336769548944,8.706335537369394,1376.0002231864928,1421.8717087866894,195.16209704875237,2105.3227201276227,886.1671804463726,1136.3586249939262,1186.579315057534,1872.368617741203,966.867114354724,906.2323734475233,1113.6811871198186,850.042504188998,819.6341995591631,165.35566313520675,495.09071442906054,1353.7835743150981,1400.0972180754823,0,"[2, 3, 4, 10, 14, 23]",3968.0000000000005,3794.3191302725286
11,0,82.40641646384779,9.001068622989392,179.72073562006045,7.481118839814309,1183.203721049568,1384.5751529756794,192.1187285329128,2402.3188139592385,1021.5141215289167,1039.205828216458,1000.1147218879803,1924.1713731892232,982.3089413140779,771.1227775033037,1146.4387701859341,918.2357834042882,849.3451749919407,179.9218863952316,545.5203078356502,1270.678940879267,1425.9847583981168,0,"[2, 3, 4, 10, 14, 23]",3968.0000000000005,4106.912911904067
12,0,83.75742948797273,8.535371967006645,191.86747874339662,8.692269635678866,1197.049755604304,1425.8872969483368,173.72473280083437,2253.3094264056085,947.6194570599082,985.6604955829565,1146.7113526198366,1850.5060360422997,981.9398431524642,883.5719674241508,1219.3385944760646,943.0887921140384,797.8871395354299,172.5997853694936,559.3391407172547,1236.3797034600207,1243.0627688796967,0,"[2, 3, 4, 10, 14, 23]",3968.0000000000005,3789.2247451193603
13,0,84.44474500605122,7.6638395690662495,197.20389948209515,8.831508953531465,1119.1589249206497,1365.2984561368303,172.19837889931424,2269.064164656116,1059.9540335332742,1135.26322680397,1175.0152763059543,2005.8970833030899,809.2011212397349,842.7269970348864,1073.2527857812472,863.3735695906942,917.3832767992697,175.7263734595034,502.90395839068606,1292.629603616074,1330.2701629631595,0,"[2, 3, 4, 10, 14, 23]",3968.0000000000005,3897.4783206300194
14,0,85.51109834425577,8.275416897977637,184.6952548717937,7.382808325299303,1384.324163778084,1345.3494523609033,197.86859341450094,2204.369336839575,1055.6964340637433,1006.9943124352393,1071.9991316510748,1750.3490828713575,898.4403859742763,972.9994355238414,1046.7953952627236,862.431104991905,796.5049971846553,169.26191699153588,583.3925204174813,1374.6909345167783,1359.041132603823,0,"[2, 3, 4, 10, 13, 23]",3968.0000000000005,3864.92484979568
15,0,88.40673954957322,9.051610779893732,179.38749958351673,8.700861699472528,1311.2337463549482,1478.7237178485814,177.04199921959818,2325.720980517806,999.2009402290834,1101.7271589617824,1159.7065072001742,1947.0330936854166,914.898461131141,964.4808016067869,1135.196605104855,939.5514815343425,785.8316797894607,186.16690380711432,508.2457454385475,1417.3782152808058,1259.0064983326483,0,"[2, 3, 4, 10, 13, 23]",3968.0000000000005,4028.6459074110676
16,0,93.53744554412876,8.397033031172171,190.69919898749,9.320855265096048,1164.4422294205897,1339.3328308350588,187.1562129883629,2245.161924285247,972.1003979970445,1136.2098772050922,1122.2674350365926,2017.8092587340552,966.6671368230373,900.9749325725778,1202.927618152787,791.5663529696877,860.4326512542879,143.90563536924796,539.9746470119529,1312.4975382200673,1230.4702690686422,0,"[2, 3, 4, 10, 13, 23]",3968.0000000000005,3859.6139953332013
17,0,81.24822709189279,9.019066360388738,170.11240101999502,9.560944865059342,1222.6386236839605,1335.1032543868841,186.19240864548476,2407.509605460741,965.112108004917,1004.8571145676553,1153.0413278166193,1961.8791412216126,874.0446382034988,976.6336040820051,1122.8524534853705,902.7607869693281,873.3524996677693,166.44662238417868,495.18976591619816,1401.9109030372042,1373.410826562872,0,"[2, 3, 4, 10, 13, 23]",3968.0000000000005,4079.361147835281
18,0,88.185801601013,9.39915657919384,172.29229469164383,9.091586907875932,1343.404128375195,1271.2146228349,178.26159924221992,2158.4841884147254,938.3105775093129,1090.0716012370885,963.3535373895552,1746.506264753598,885.500209716241,874.4600264351288,1080.0104706475272,912.5632823501642,939.0724747601803,177.5295237936346,467.37426739080394,1240.1833002316296,1310.640141872836,0,"[2, 3, 4, 10, 14, 23]",3968.0000000000005,3748.0931700672877
