,duration1,duration10,duration11,duration2,duration3,duration4,duration12,duration14,duration5,duration6,duration7,duration8,duration9,duration13,duration15,critical_path,baseline_duration,actual_duration
0,0,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
1,0,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
2,0,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
3,0,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
4,0,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
5,0,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
6,0,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
7,0,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
8,0,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
9,0,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
10,0,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
11,0,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
12,0,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
13,0,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
14,0,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
15,0,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
16,0,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
17,0,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
18,0,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
19,0,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
20,0,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
21,0,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
22,0,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
23,0,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
24,0,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
25,0,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
26,0,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
27,0,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
28,0,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
29,0,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
30,0,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
31,0,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
32,0,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
33,0,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
34,0,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
35,0,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
36,0,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
37,0,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
38,0,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
39,0,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
40,0,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
41,0,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
42,0,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
43,0,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
44,0,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
45,0,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
46,0,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
47,0,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
48,0,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
49,0,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
50,0,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
51,0,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
52,0,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
53,0,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
54,0,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
55,0,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
56,0,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
57,0,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
58,0,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
59,0,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
60,0,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
61,0,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
62,0,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
63,0,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
64,0,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
65,0,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
66,0,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
67,0,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
68,0,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
69,0,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
70,0,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
71,0,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
72,0,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
73,0,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
74,0,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
75,0,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
76,0,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
77,0,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
78,0,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
79,0,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
